0.0	0.9922178988326849
0.1	0.9182879377431906
0.2	0.8210116731517509
0.3	0.7392996108949417
0.4	0.7003891050583657
0.5	0.6498054474708171
0.6	0.5603112840466926
0.7	0.4785992217898833
0.8	0.43190661478599224
0.9	0.40077821011673154
1.0	0.38132295719844356
1.1	0.3657587548638132
1.2	0.3463035019455253
1.3	0.32684824902723736
1.4	0.30739299610894943
1.5	0.29961089494163423
1.6	0.29571984435797666
1.7	0.2918287937743191
1.8	0.2918287937743191
1.9	0.2840466926070039
2.0	0.2723735408560311
2.1	0.26459143968871596
2.2	0.24124513618677043
2.3	0.23346303501945526
2.4	0.2178988326848249
2.5	0.20622568093385213
2.6	0.17120622568093385
2.7	0.13229571984435798
2.8	0.10894941634241245
2.9	0.0933852140077821
3.0	0.08171206225680934
3.1	0.07392996108949416
3.2	0.05058365758754864
3.3	0.0311284046692607
3.4	0.027237354085603113
3.5	0.023346303501945526
3.6	0.01556420233463035
3.7	0.01556420233463035
3.8	0.011673151750972763
3.9	0.007782101167315175
4.0	0.007782101167315175
4.1	0.007782101167315175
4.2	0.007782101167315175
4.3	0.007782101167315175
4.4	0.007782101167315175
4.5	0.0038910505836575876
4.6	0.0038910505836575876
4.7	0.0038910505836575876
4.8	0.0038910505836575876
4.9	0.0038910505836575876
5.0	0.0
5.1	0.0
5.2	0.0
5.3	0.0
5.4	0.0
5.5	0.0
5.6	0.0
5.7	0.0
5.8	0.0
5.9	0.0
6.0	0.0
6.1	0.0
6.2	0.0
6.3	0.0
6.4	0.0
6.5	0.0
6.6	0.0
6.7	0.0
6.8	0.0
6.9	0.0
7.0	0.0
7.1	0.0
7.2	0.0
7.3	0.0
7.4	0.0
7.5	0.0
7.6	0.0
7.7	0.0
7.8	0.0
7.9	0.0
8.0	0.0
8.1	0.0
8.2	0.0
8.3	0.0
8.4	0.0
8.5	0.0
8.6	0.0
8.7	0.0
8.8	0.0
8.9	0.0
9.0	0.0
9.1	0.0
9.2	0.0
9.3	0.0
9.4	0.0
9.5	0.0
9.6	0.0
9.7	0.0
9.8	0.0
9.9	0.0
10.0	0.0
